corpus_id,persistent_id,doi,pmid,pmcid,title,publication_date,year,journal,journal_abbreviation,venue_stratum,venue_selection_rationale,article_subtype,topic,language,publication_status,citation_count_at_access,selection_score,selection_terms,oa_status,actual_analysis_text_level,abstract_available,full_text_fetch_status,full_text_license_category,explicit_methods_or_search_strategy,search_evidence_locator,search_feature_confidence,databases_reporting_status,databases_reported,search_date_limits_status,search_date_limits_detail,search_terms_or_keyword_list_reported,complete_search_string_status,search_terms_summary,supplementary_search_string_reported,inclusion_exclusion_reported,screening_process_reported,deduplication_reported,prisma_reported,flow_diagram_reported,structural_writing_features,title_word_count,title_has_colon,title_is_question,abstract_word_count,abstract_sentence_count,abstract_first_person,abstract_why_now_signal,abstract_problem_or_gap_move,abstract_scope_signpost_move,abstract_synthesis_or_comparison_move,abstract_boundary_or_limitation_move,abstract_outlook_or_implication_move,fulltext_top_level_section_count,fulltext_figure_count,fulltext_table_count,fulltext_box_count,fulltext_introduction_heading,fulltext_conclusion_or_outlook_heading,fulltext_limitations_or_challenges_heading,fulltext_organization_logic,metadata_sources,crossref_status,crossref_type,crossref_title_similarity,crossref_title_match,doi_url,pubmed_url,full_text_url,access_date,coding_limit
R071,doi:10.1038/s41570-021-00251-y,10.1038/s41570-021-00251-y,33585701,PMC7873672,Nuclease resistance of DNA nanostructures.,2021-02-10,2021,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,253,16.1458,drug delivery; imaging,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+synthesis_or_comparison; top_level_sections=14; introduction_heading=yes; conclusion_outlook_heading=yes; figures=7; tables=1; boxes=1,5,no,no,153,6,no,no,no,yes,yes,no,no,14,7,1,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-021-00251-y,https://pubmed.ncbi.nlm.nih.gov/33585701/,https://europepmc.org/articles/PMC7873672,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R072,doi:10.1038/s41570-022-00420-7,10.1038/s41570-022-00420-7,37117490,,Chemical strategies to engineer hydrogels for cell culture.,2022-08-30,2022,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,266,27.3624,biomaterial; hydrogel; scaffold; tissue engineering; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,8,no,no,186,7,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-022-00420-7,https://pubmed.ncbi.nlm.nih.gov/37117490/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R073,doi:10.1038/s41570-022-00424-3,10.1038/s41570-022-00424-3,37118096,,"Computational design of magnetic molecules and their environment using quantum chemistry, machine learning and multiscale simulations.",2022-10-10,2022,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,33,20.1755,machine learning; computational; data-driven; materials; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,16,no,no,146,4,no,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-022-00424-3,https://pubmed.ncbi.nlm.nih.gov/37118096/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R074,doi:10.1038/s41570-022-00416-3,10.1038/s41570-022-00416-3,37117713,,Extending machine learning beyond interatomic potentials for predicting molecular properties.,2022-08-25,2022,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,74,19.4392,machine learning; neural network; materials; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; body_structure=not_assessed,10,no,no,186,8,yes,yes,no,yes,yes,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-022-00416-3,https://pubmed.ncbi.nlm.nih.gov/37117713/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R075,doi:10.1038/s41570-022-00404-7,10.1038/s41570-022-00404-7,37118012,,Hydrogels as functional components in artificial cell systems.,2022-07-27,2022,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,106,31.0576,biomaterial; hydrogel; drug delivery; tissue engineering; therapeutic; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,8,no,no,184,7,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-022-00404-7,https://pubmed.ncbi.nlm.nih.gov/37118012/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R076,doi:10.1038/s41570-023-00486-x,10.1038/s41570-023-00486-x,37165164,,Silk chemistry and biomedical material designs.,2023-04-21,2023,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,208,38.7808,generative; biomaterial; hydrogel; drug delivery; tissue engineering; regenerative; materials; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,6,no,no,152,8,yes,no,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-023-00486-x,https://pubmed.ncbi.nlm.nih.gov/37165164/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R077,doi:10.1038/s41570-024-00623-0,10.1038/s41570-024-00623-0,38982260,PMC11823177,Three-dimensional saturated C(sp 3 )-rich bioisosteres for benzene.,2024-07-09,2024,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,160,13.4938,scaffold; chemistry,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,9,no,no,141,6,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,0.9921,yes,https://doi.org/10.1038/s41570-024-00623-0,https://pubmed.ncbi.nlm.nih.gov/38982260/,https://europepmc.org/articles/PMC11823177,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R078,doi:10.1038/s41570-025-00770-y,10.1038/s41570-025-00770-y,41291238,PMC12831201,Chemical strategies for brain delivery of genomic therapy.,2025-11-25,2025,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,5,24.8973,polymer; nanoparticle; lipid nanoparticle; therapeutic,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,8,no,no,122,5,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-025-00770-y,https://pubmed.ncbi.nlm.nih.gov/41291238/,https://europepmc.org/articles/PMC12831201,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R079,doi:10.1038/s41570-025-00740-4,10.1038/s41570-025-00740-4,40681922,,Developing machine learning for heterogeneous catalysis with experimental and computational data.,2025-07-18,2025,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,21,20.0303,machine learning; computational; high-throughput; materials; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison; body_structure=not_assessed,11,no,no,152,6,yes,no,no,yes,yes,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-025-00740-4,https://pubmed.ncbi.nlm.nih.gov/40681922/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R080,doi:10.1038/s41570-026-00847-2,10.1038/s41570-026-00847-2,42533013,,"The past, present and future of self-driving laboratories.",2026-07-31,2026,Nature Reviews Chemistry,Nat Rev Chem,Nature_Reviews,specialist review title spanning chemistry and materials,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,16.5,artificial intelligence; automation; robotic,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,8,no,no,151,6,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41570-026-00847-2,https://pubmed.ncbi.nlm.nih.gov/42533013/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R081,doi:10.1038/d41573-021-00017-7,10.1038/d41573-021-00017-7,33495615,,The clinical landscape for AAV gene therapies.,2021-03-01,2021,Nature Reviews Drug Discovery,Nat Rev Drug Discov,Nature_Reviews,specialist review title spanning discovery and translation,systematic_review,molecular_and_cell_life_science,eng,ppublish,444,2.3327,,subscription_or_oa_unknown,title,no,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,7,no,no,0,0,no,no,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/d41573-021-00017-7,https://pubmed.ncbi.nlm.nih.gov/33495615/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R082,doi:10.1038/s41573-021-00283-5,10.1038/s41573-021-00283-5,34433919,PMC8386155,"mRNA vaccines for infectious diseases: principles, delivery and clinical translation.",2021-08-25,2021,Nature Reviews Drug Discovery,Nat Rev Drug Discov,Nature_Reviews,specialist review title spanning discovery and translation,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,1181,20.6583,nanoparticle; lipid nanoparticle,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+outlook_or_implication; top_level_sections=12; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=2; boxes=2,10,yes,no,120,5,yes,yes,no,yes,no,no,yes,12,4,2,2,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41573-021-00283-5,https://pubmed.ncbi.nlm.nih.gov/34433919/,https://europepmc.org/articles/PMC8386155,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R083,doi:10.1038/s41573-022-00476-6,10.1038/s41573-022-00476-6,35637318,PMC9149674,Engineering the next generation of cell-based therapeutics.,2022-05-30,2022,Nature Reviews Drug Discovery,Nat Rev Drug Discov,Nature_Reviews,specialist review title spanning discovery and translation,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,343,24.2469,biomaterial; synthetic biology; therapeutic; materials,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=not_machine_detected; top_level_sections=4; introduction_heading=yes; conclusion_outlook_heading=yes; figures=5; tables=4; boxes=2,7,no,no,100,3,no,yes,no,no,no,no,no,4,5,4,2,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41573-022-00476-6,https://pubmed.ncbi.nlm.nih.gov/35637318/,https://europepmc.org/articles/PMC9149674,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R084,doi:10.1038/s41573-022-00612-2,10.1038/s41573-022-00612-2,36543887,PMC9768794,Amyotrophic lateral sclerosis: a neurodegenerative disorder poised for successful therapeutic translation.,2022-12-21,2023,Nature Reviews Drug Discovery,Nat Rev Drug Discov,Nature_Reviews,specialist review title spanning discovery and translation,review_narrative_or_unspecified,biotechnology_omics_and_methods,eng,ppublish,394,21.293,generative; drug discovery; therapeutic; imaging,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=problem_or_gap+scope_signpost; top_level_sections=6; introduction_heading=yes; conclusion_outlook_heading=yes; figures=3; tables=3; boxes=4,11,yes,no,160,8,yes,yes,yes,yes,no,no,no,6,3,3,4,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41573-022-00612-2,https://pubmed.ncbi.nlm.nih.gov/36543887/,https://europepmc.org/articles/PMC9768794,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
